"Row.names","Date","EP.experimentator...Imaging.acquisition","Condition","ID.embryo","Cell.Segmentation","Threshold.nuclei","Threshold.membrane","Surface.Segmentation","Threshold.surface","Merged.cells.to.get.new.surface.information.from.cell.segmentation","Shortest.distance.between.ATM.group.to.TVC.group..from.edge.to.edge..µm","Comment.on.the.distance","Comment.on.the.embryo","Comment.detailed","Details.phenotype","Quality.of.segmentation.based.on.labelling..good..correct..not.good.","Comments","Name","Phenotype","migration.perturbed","division.perturbed","orientation.perturbed"
"FZD.slide1_image4_left.2020_11_05","2020_11_05","Margaux Failla","FZD","slide1_image4_left","yes",64.5,42.7,"-","-","yes","19.7","-","problem migration","enhanced ATM migration","one of the ATM migrated with the TVCs in the trunk","correct","-","FZD.slide1_image4_left.2020_11_05","migration perturbed",TRUE,FALSE,FALSE
"FZD.slide1_image4.2020_11_04","2020_11_04","Margaux Failla","FZD","slide1_image4","yes",71.8,28,"-","-","yes","16.9","the distance should be shorter (missed a part of the membrane in the segmentation)","problem migration","enhanced ATM migration","one of the ATM migrated with the TVCs in the trunk","good","Missing a part of the membrane in the segmentation","FZD.slide1_image4.2020_11_04","migration perturbed",TRUE,FALSE,FALSE
"FZD.slide1_image6.2020_11_04","2020_11_04","Margaux Failla","FZD","slide1_image6","yes",83.3,32.7,"-","-","yes","28","-","look like WT","look like WT","all look like WT","good","-","FZD.slide1_image6.2020_11_04","WT",FALSE,FALSE,FALSE
"FZD.slide1_image8.2020_11_05","2020_11_05","Margaux Failla","FZD","slide1_image8","yes",90.8,37.6,"-","-","yes","28.4","-","look like WT","look like WT","all look like WT","good","-","FZD.slide1_image8.2020_11_05","WT",FALSE,FALSE,FALSE
"FZD.slide1_image9_left.2020_11_04","2020_11_04","Margaux Failla","FZD","slide1_image9_left","yes",74.4,31,"-","-","yes","26.3","-","look like WT","look like WT","all look like WT","good","-","FZD.slide1_image9_left.2020_11_04","WT",FALSE,FALSE,FALSE
"FZD.slide1_image9_right.2020_11_04","2020_11_04","Margaux Failla","FZD","slide1_image9_right","yes",74.4,27.2,"-","-","yes","22.4","-","problem division","inhibited TVC division","one of the TVCs didn't divide in the trunk","good","-","FZD.slide1_image9_right.2020_11_04","division perturbed",FALSE,TRUE,FALSE
"FZD.slide2_image1.2020_11_04","2020_11_04","Margaux Failla","FZD","slide2_image1","yes",62.4,37.5,"-","-","yes","-","only one group in the trunk - no distance","problem migration and division","enhanced ATM migration / enhanced ATM division","the 2 ATMs migrated and divided with the TVCs in the trunk","good","-","FZD.slide2_image1.2020_11_04","migration/division perturbed",TRUE,TRUE,FALSE
"FZD.slide2_image11.2020_11_04","2020_11_04","Margaux Failla","FZD","slide2_image11","yes",73.6,27.5,"-","-","yes","28","-","problem division","enhanced ATM division","one of the ATM divided in the tail","good","-","FZD.slide2_image11.2020_11_04","division perturbed",FALSE,TRUE,FALSE
"FZD.slide2_image13.2020_11_04","2020_11_04","Margaux Failla","FZD","slide2_image13","yes",86.5,37.4,"-","-","yes","43.2","-","look like WT","look like WT","all look like WT","correct","-","FZD.slide2_image13.2020_11_04","WT",FALSE,FALSE,FALSE
"FZD.slide2_image13.2020_11_05","2020_11_05","Margaux Failla","FZD","slide2_image13","yes",94,50.2,"-","-","yes","17.8","-","look like WT","look like WT","all look like WT","good","-","FZD.slide2_image13.2020_11_05","WT",FALSE,FALSE,FALSE
"FZD.slide2_image15_left.2020_11_04","2020_11_04","Margaux Failla","FZD","slide2_image15_left","yes",83.8,33.1,"-","-","yes","27.2","-","look like WT","look like WT","all look like WT","not good","-","FZD.slide2_image15_left.2020_11_04","WT",FALSE,FALSE,FALSE
"FZD.slide2_image15_right.2020_11_04","2020_11_04","Margaux Failla","FZD","slide2_image15_right","yes",83.8,37.6,"-","-","yes","21.2","-","problem division","enhanced ATM division","one of the ATM divided in the tail","good","-","FZD.slide2_image15_right.2020_11_04","division perturbed",FALSE,TRUE,FALSE
"FZD.slide2_image15.2020_11_05","2020_11_05","Margaux Failla","FZD","slide2_image15","yes",73.6,35,"-","-","yes","10","-","problem migration and division","inhibited TVC migration / inhibited TVC division","one of the TVC didn't migrate and didn't divide, it stayed in the tail with the ATMs; the other TVC migrated not completely in the trunk and started to divide but not completely (nuclei separated but membrane not divided); not seen in the segmentation","correct","TVC didn't divide completely but nuclei separated; so segmented as 2 cells","FZD.slide2_image15.2020_11_05","migration/division perturbed",TRUE,TRUE,FALSE
"FZD.slide2_image16.2020_11_05","2020_11_05","Margaux Failla","FZD","slide2_image16","yes",83.5,47.5,"-","-","yes","27.6","-","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATM migrated and divided with the TVCs in the trunk","correct","-","FZD.slide2_image16.2020_11_05","migration/division perturbed",TRUE,TRUE,FALSE
"FZD.slide2_image17.2020_11_04","2020_11_04","Margaux Failla","FZD","slide2_image17","yes",91.3,37.7,"-","-","yes","31.4","-","problem division","enhanced ATM division","one of the ATM divided in the tail","not good","-","FZD.slide2_image17.2020_11_04","division perturbed",FALSE,TRUE,FALSE
"FZD.slide2_image18.2020_11_05","2020_11_05","Margaux Failla","FZD","slide2_image18","yes",88.9,55.4,"-","-","yes","1.26","groups should be connected","problem migration and division","enhanced ATM migration / inhibited TVC division","one of the ATM migrated with the TVCs in the trunk; the other ATM migrated a bit but still in the tail and connected to the other group but not seen in the segmentation; the 2 TVCs didn't divide in the trunk","correct","-","FZD.slide2_image18.2020_11_05","migration/division perturbed",TRUE,TRUE,FALSE
"FZD.slide2_image19.2020_11_05","2020_11_05","Margaux Failla","FZD","slide2_image19","yes",80.2,37.5,"-","-","yes","-","only one group in the trunk - no distance","problem migration and division","enhanced ATM migration / enhanced ATM division","the 2 ATMs migrated and one of them divided with the TVCs in the trunk","good","-","FZD.slide2_image19.2020_11_05","migration/division perturbed",TRUE,TRUE,FALSE
"FZD.slide2_image22.2020_11_04","2020_11_04","Margaux Failla","FZD","slide2_image22","yes",76.6,25.4,"-","-","yes","31.1","-","look like WT","look like WT","all look like WT","good","-","FZD.slide2_image22.2020_11_04","WT",FALSE,FALSE,FALSE
"FZD.slide2_image23.2020_11_05","2020_11_05","Margaux Failla","FZD","slide2_image23","yes",81.6,62.2,"-","-","yes","0","groups connected","problem migration","inhibited TVC migration","the TVCs didn't migrate enough and still connected to the ATMs in the tail","correct","-","FZD.slide2_image23.2020_11_05","migration perturbed",TRUE,FALSE,FALSE
"FZD.slide2_image25.2020_11_04","2020_11_04","Margaux Failla","FZD","slide2_image25","yes",91.8,27.4,"-","-","yes","32.9","-","problem migration and division","inhibited TVC migration / inhibited TVC division","one of the TVC didn't migrate and didn't divide, it stayed with the ATM in the tail","good","-","FZD.slide2_image25.2020_11_04","migration/division perturbed",TRUE,TRUE,FALSE
"FZD.slide2_image25.2020_11_05","2020_11_05","Margaux Failla","FZD","slide2_image25","yes",90.3,47.6,"-","-","yes","0","groups connected","problem migration and orientation","inhibited TVC migration / TVC cell alignment","the TVCs didn't migrate enough and still connected to the ATMs in the tail; one of the TVC divided not in the medio-lateral orientation, so cells are aligned","correct","-","FZD.slide2_image25.2020_11_05","migration/orientation perturbed",TRUE,FALSE,TRUE
"FZD.slide2_image27.2020_11_05","2020_11_05","Margaux Failla","FZD","slide2_image27","yes",86.3,62.5,"-","-","yes","13.7","-","problem migration","enhanced ATM migration","one of the ATM migrated with the TVCs in the trunk","correct","-","FZD.slide2_image27.2020_11_05","migration perturbed",TRUE,FALSE,FALSE
"FZD.slide2_image28_left.2020_11_05","2020_11_05","Margaux Failla","FZD","slide2_image28_left","yes",90.3,52.6,"-","-","yes","42.8","-","look like WT","look like WT","all look like WT","good","-","FZD.slide2_image28_left.2020_11_05","WT",FALSE,FALSE,FALSE
"FZD.slide2_image28_right.2020_11_05","2020_11_05","Margaux Failla","FZD","slide2_image28_right","yes",84,47.4,"-","-","yes","-","only one group in the trunk - no distance","problem migration and division","enhanced ATM migration / enhanced ATM division","the 2 ATMs migrated and divided with the TVCs in the trunk","good","-","FZD.slide2_image28_right.2020_11_05","migration/division perturbed",TRUE,TRUE,FALSE
"FZD.slide2_image29.2020_11_05","2020_11_05","Margaux Failla","FZD","slide2_image29","yes",85.5,45.4,"-","-","yes","25.4","-","look like WT","look like WT","all look like WT","good","-","FZD.slide2_image29.2020_11_05","WT",FALSE,FALSE,FALSE
"FZD.slide2_image30.2020_11_04","2020_11_04","Margaux Failla","FZD","slide2_image30","yes",85.5,35.2,"-","-","yes","43.6","-","look like WT","look like WT","all look like WT","not good","-","FZD.slide2_image30.2020_11_04","WT",FALSE,FALSE,FALSE
"FZD.slide2_image32.2020_11_05","2020_11_05","Margaux Failla","FZD","slide2_image32","yes",95.1,42.7,"-","-","yes","22.4","-","problem migration","enhanced ATM migration","one of the ATM migrated with the TVCs in the trunk","good","-","FZD.slide2_image32.2020_11_05","migration perturbed",TRUE,FALSE,FALSE
"FZD.slide2_image34.2020_11_04","2020_11_04","Margaux Failla","FZD","slide2_image34","yes",82.8,35.4,"-","-","yes","37.8","-","look like WT","look like WT","all look like WT","good","-","FZD.slide2_image34.2020_11_04","WT",FALSE,FALSE,FALSE
"FZD.slide2_image36_left.2020_11_04","2020_11_04","Margaux Failla","FZD","slide2_image36_left","yes",74.3,25.2,"-","-","yes","35.1","-","problem division","enhanced ATM division","one of the ATM divided in the tail","good","-","FZD.slide2_image36_left.2020_11_04","division perturbed",FALSE,TRUE,FALSE
"FZD.slide2_image36_right.2020_11_04","2020_11_04","Margaux Failla","FZD","slide2_image36_right","yes",65.3,25.2,"-","-","yes","44.8","-","look like WT","look like WT","all look like WT","good","-","FZD.slide2_image36_right.2020_11_04","WT",FALSE,FALSE,FALSE
"FZD.slide2_image37.2020_11_04","2020_11_04","Margaux Failla","FZD","slide2_image37","yes",76.5,27.4,"-","-","yes","45.6","-","problem migration","inhibited TVC migration","one of the TVC didn't migrated but divided in the tail","good","the segmentation doesn't follow correctly the signal of the membrane","FZD.slide2_image37.2020_11_04","migration perturbed",TRUE,FALSE,FALSE
"FZD.slide2_image4.2020_11_04","2020_11_04","Margaux Failla","FZD","slide2_image4","yes",63.4,25.1,"-","-","yes","31.1","-","look like WT","look like WT","all look like WT","correct","-","FZD.slide2_image4.2020_11_04","WT",FALSE,FALSE,FALSE
"FZD.slide2_image4.2020_11_05","2020_11_05","Margaux Failla","FZD","slide2_image4","yes",90.3,45,"-","-","yes","21.5","-","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATM migrated and divided with the TVCs in the trunk","correct","-","FZD.slide2_image4.2020_11_05","migration/division perturbed",TRUE,TRUE,FALSE
"FZD.slide2_image40.2020_11_04","2020_11_04","Margaux Failla","FZD","slide2_image40","yes",88.3,30.6,"-","-","yes","30.3","-","problem migration","enhanced ATM migration","one of the ATMs migrated with the TVCs in the trunk","good","-","FZD.slide2_image40.2020_11_04","migration perturbed",TRUE,FALSE,FALSE
"FZD.slide2_image42.2020_11_04","2020_11_04","Margaux Failla","FZD","slide2_image42","yes",87.1,27.3,"-","-","yes","28.3","-","problem orientation","TVC cell alignment","one of the TVCs divided not in the medio-lateral orientation, so cells are a bit aligned","good","-","FZD.slide2_image42.2020_11_04","orientation perturbed",FALSE,FALSE,TRUE
"FZD.slide2_image7.2020_11_05","2020_11_05","Margaux Failla","FZD","slide2_image7","yes",85.8,70,"-","-","yes","24.8","-","problem division","enhanced ATM division","one of the ATM divided in the tail","not good","-","FZD.slide2_image7.2020_11_05","division perturbed",FALSE,TRUE,FALSE
"FZD.slide2_image9.2020_11_04","2020_11_04","Margaux Failla","FZD","slide2_image9","yes",80.7,25.1,"-","-","yes","37.6","-","look like WT","look like WT","all look like WT","good","-","FZD.slide2_image9.2020_11_04","WT",FALSE,FALSE,FALSE
"FZD.slide2_image9.2020_11_05","2020_11_05","Margaux Failla","FZD","slide2_image9","yes",80,42.4,"-","-","yes","1.32","-","problem migration","enhanced ATM migration","one of the ATM migrated with the TVCs in the trunk","good","-","FZD.slide2_image9.2020_11_05","migration perturbed",TRUE,FALSE,FALSE
"Gata.image1.2020_06_17","2020_06_17","Yelena Bernadskaya","Gata","image1","yes",71.6,52.1,"-","-","yes","34.3","-","look like WT","look like WT","all look like WT","good","","Gata.image1.2020_06_17","WT",FALSE,FALSE,FALSE
"Gata.image1.2020_06_17.1","1","Yelena Bernadskaya","Gata","image1","yes",74,15.7,"-","-","yes","29","-","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATM migrated and divided in the trunk with the TVCs","good","","Gata.image1.2020_06_17","migration/division perturbed",TRUE,TRUE,FALSE
"Gata.image2_left.2020_06_17","2020_06_17","Yelena Bernadskaya","Gata","image2_left","yes",67.3,46.1,"-","-","yes","28.2","-","problem migration and orientation","inhibited TVC migration / TVC cell alignment","one of the TVC didn't migrate, it stayed in the tail and divided; the TVC in the trunk divided but not in the medio-lateral orientation","good","","Gata.image2_left.2020_06_17","migration/orientation perturbed",TRUE,FALSE,TRUE
"Gata.image2_right.2020_06_17","2020_06_17","Yelena Bernadskaya","Gata","image2_right","yes",40.8,27.6,"-","-","yes","26.1","-","look like WT","look like WT","all look like WT","correct","","Gata.image2_right.2020_06_17","WT",FALSE,FALSE,FALSE
"Gata.image2.2020_06_17","2020_06_17","Yelena Bernadskaya","Gata","image2","yes",55.2,46.4,"-","-","yes","24.5","-","problem migration and division","inhibited TVC migration / inhibited TVC division","one of the TVC didn't migrate and didn't divide, it stayed in the tail with the ATMs","good","","Gata.image2.2020_06_17","migration/division perturbed",TRUE,TRUE,FALSE
"Gata.image3.2020_06_17","2020_06_17","Yelena Bernadskaya","Gata","image3","yes",35.9,33.6,"-","-","yes","28.9","-","look like WT","look like WT","all look like WT","good","Don't see all the ATM cells (image not centered) and ambiguous phenotype because lot of cells around","Gata.image3.2020_06_17","WT",FALSE,FALSE,FALSE
"Gata.image3.2020_06_17.1","1","Yelena Bernadskaya","Gata","image3","yes",40.7,34.3,"-","-","yes","27.5","-","look like WT","look like WT","all look like WT","good","","Gata.image3.2020_06_17","WT",FALSE,FALSE,FALSE
"Gata.image4_left.2020_06_17","2020_06_17","Yelena Bernadskaya","Gata","image4_left","yes",84.5,50.9,"-","-","yes","25.6","-","look like WT","look like WT","all look like WT","good","","Gata.image4_left.2020_06_17","WT",FALSE,FALSE,FALSE
"Gata.image4_right.2020_06_17","2020_06_17","Yelena Bernadskaya","Gata","image4_right","yes",84.5,39.9,"-","-","yes","26.2","-","look like WT","look like WT","all look like WT","good","","Gata.image4_right.2020_06_17","WT",FALSE,FALSE,FALSE
"Gata.image4.2020_06_17","2020_06_17","Yelena Bernadskaya","Gata","image4","yes",34.6,44.6,"-","-","yes","24.1","-","problem division (not completed, but not seen in segmentation)","inhibited TVC division","one of the TVC didn't divided completely in the trunk (cells not seperated, but not seen in the segmentation, because considered as 2 cells)","good","Not completed division, but in segmentation considered as 2 cells ","Gata.image4.2020_06_17","division perturbed",FALSE,TRUE,FALSE
"Gata.image5.2020_06_17","2020_06_17","Yelena Bernadskaya","Gata","image5","yes",68.7,30.9,"-","-","yes","-","no distance - only one group in the tail","problem migration and orientation","inhibited TVC migration / TVC cell alignment","the 2 TVCs didn't migrate in the trunk, and they divided but not in the medio-lateral orientation, so all cells are aligned","good","","Gata.image5.2020_06_17","migration/orientation perturbed",TRUE,FALSE,TRUE
"Gata.image5.2020_06_17.1","1","Yelena Bernadskaya","Gata","image5","yes",57,58.7,"-","-","yes","16.4","-","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATM migrated and divided in the trunk with the TVCs","good","","Gata.image5.2020_06_17","migration/division perturbed",TRUE,TRUE,FALSE
"Gata.image6_left.2020_06_17","2020_06_17","Yelena Bernadskaya","Gata","image6_left","yes",44.7,35.2,"-","-","yes","44.7","-","look like WT","look like WT","all look like WT","good","Ambiguous phenotype between left and right","Gata.image6_left.2020_06_17","WT",FALSE,FALSE,FALSE
"Gata.image6_right.2020_06_17","2020_06_17","Yelena Bernadskaya","Gata","image6_right","yes",44.7,35.2,"-","-","yes","6.08","-","problem migration and division","inhibited TVC migration / inhibited TVC division","one of the TVC didn't migrate enough in the trunk and it didn't divide (so TVCgroup in 2 parts)","good","Ambiguous phenotype between left and right","Gata.image6_right.2020_06_17","migration/division perturbed",TRUE,TRUE,FALSE
